CCLE_ID,depMapID,TCGA_cancer_type,COSMIC1,COSMIC2,COSMIC3,COSMIC4,COSMIC5,COSMIC6,COSMIC7,COSMIC8,COSMIC9,COSMIC10,COSMIC11,COSMIC12,COSMIC13,COSMIC14,COSMIC15,COSMIC16,COSMIC17,COSMIC18,COSMIC19,COSMIC20,COSMIC21,COSMIC22,COSMIC23,COSMIC24,COSMIC25,COSMIC26,COSMIC27,COSMIC28,COSMIC29,COSMIC30
UMUC1_URINARY_TRACT,ACH-000834,BLCA,69.2467988,13.32456205,0,0,205.6453574,0,0,0,0,0,0,0,6.783281794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCCSUP_URINARY_TRACT,ACH-000720,BLCA,43.67752994,78.10710836,0,0,232.5257003,0,0,0,0,13.33477267,0,0,84.35488871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMSU1_URINARY_TRACT,ACH-000753,BLCA,82.96050048,64.65664569,0,0,274.0361937,0,0,0,0,4.552062606,0,0,58.79459755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SW780_URINARY_TRACT,ACH-000384,BLCA,57.25838864,17.54210546,0,0,194.403562,0,0,0,0,6.261021337,0,0,9.534922537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HT1376_URINARY_TRACT,ACH-000724,BLCA,59.10095708,100.4364094,0,0,166.7373825,0,0,0,0,2.187406319,0,0,98.53784468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCABER_URINARY_TRACT,ACH-000839,BLCA,117.5000553,48.93452181,0,0,352.3808793,0,0,0,0,4.599705153,0,0,56.58483844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RT4_URINARY_TRACT,ACH-000242,BLCA,43.72707378,23.64147146,0,0,149.598698,0,0,0,0,3.011883577,0,0,6.020873135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RT112_URINARY_TRACT,ACH-000473,BLCA,59.62837497,25.91960086,0,0,156.0911993,0,0,0,0,1.830557048,0,0,72.53026782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SW1710_URINARY_TRACT,ACH-000566,BLCA,28.70454421,10.12330326,0,0,253.6909263,0,0,0,0,9.204746594,0,0,15.27647963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VMCUB1_URINARY_TRACT,ACH-000545,BLCA,52.44015119,169.059323,0,0,269.3114411,0,0,0,0,19.16821038,0,0,219.0208743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAL29_URINARY_TRACT,ACH-000142,BLCA,57.10599899,19.47901353,0,0,159.8556187,0,0,0,0,0,0,0,15.5593688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFTC905_URINARY_TRACT,ACH-000802,BLCA,56.56127599,0,0,0,390.5462365,0,0,0,0,0,0,0,21.89248755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KU1919_URINARY_TRACT,ACH-000486,BLCA,76.14101877,30.75643407,0,0,313.3619247,0,0,0,0,0,0,0,8.7406225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC3C_URINARY_TRACT,ACH-000593,BLCA,37.69149106,7.941640856,0,0,127.775497,0,0,0,0,0,0,0,1.591371076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639V_URINARY_TRACT,ACH-000973,BLCA,1103.220025,104.5683944,0,0,1689.21158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647V_URINARY_TRACT,ACH-000896,BLCA,44.22829805,118.1992033,0,0,341.7940048,0,0,0,0,7.71109397,0,0,91.06739982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCS_URINARY_TRACT,ACH-001011,BLCA,3.616023123,4.672503883,0,0,45.84218982,0,0,0,0,8.053473833,0,0,1.815809341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSH1_URINARY_TRACT,ACH-002235,BLCA,64.25632748,47.255219,0,0,203.4538109,0,0,0,0,10.19959849,0,0,27.83504414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LB831BLC_URINARY_TRACT,ACH-002266,BLCA,36.2238312,31.18659427,0,0,256.8234424,0,0,0,0,4.822209148,0,0,40.94392299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCC2157_BREAST,ACH-000691,BRCA,39.17262922,25.02854695,175.5677402,0,0,84.00053645,0,0,0,10.47773668,0,0,35.19192146,0,0,0,0,0,0,0,0,0,0,0,0,80.4319324,0,0,0,74.12895661
HCC38_BREAST,ACH-000276,BRCA,46.44616387,0,234.7045099,0,0,10.98183477,0,0,0,0,0,0,20.0026686,0,0,0,0,0,0,0,3.430534358,0,0,0,0,13.73002294,0,0,0,71.70426561
DU4475_BREAST,ACH-000258,BRCA,85.08030052,0,94.81480934,0,0,87.77360499,0,0,0,13.12439515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46593573,0,0,0,66.74095426
MDAMB175VII_BREAST,ACH-000759,BRCA,75.5290003,12.72614555,172.4420386,0,0,58.34846531,0,0,0,7.457698479,0,0,38.72501013,0,0,0,0,0,0,0,0,0,0,0,0,42.53042766,0,0,0,83.2400685
YMB1_BREAST,ACH-001249,BRCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T47D_BREAST,ACH-000147,BRCA,17.07140063,12.63108211,77.02398641,0,0,7.376701241,0,0,0,10.60642577,0,0,9.957831771,0,11.19820336,0,0,0,0,0,0,0,0,0,0,5.038426758,0,0,0,36.09594196
KPL1_BREAST,ACH-000028,BRCA,3.2759944,14.34617624,84.27467696,0,0,64.22918945,0,0,0,9.203222022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.67074094
MDAMB231_BREAST,ACH-000768,BRCA,6.223163085,48.14789598,215.2078903,0,0,141.7240258,0,0,0,25.91023386,0,0,42.30853496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.47825603
HCC2218_BREAST,ACH-000755,BRCA,43.21232266,90.71816663,89.4787472,0,0,32.53405548,0,0,0,13.55108894,0,0,125.8421746,0,0,0,0,0,0,0,0,0,0,0,0,16.15355442,0,0,0,64.12843009
HCC1954_BREAST,ACH-000859,BRCA,61.80200171,11.38141566,104.8789723,0,0,63.06796422,0,0,0,2.249070494,0,0,0,0,23.05510432,0,0,0,0,0,0,0,0,0,0,63.33214513,0,0,0,121.2333262
CAMA1_BREAST,ACH-000783,BRCA,37.59770844,213.5942282,88.57729815,0,0,41.32917569,0,0,0,39.19886209,0,0,132.5956882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.10703922
HMC18_BREAST,ACH-000721,BRCA,2.224599436,2.362199938,248.2505755,0,0,144.8893627,0,0,0,34.57004627,0,0,3.280716589,0,0,0,0,0,0,0,10.40789822,0,0,0,0,0,0,0,0,112.0146014
AU565_BREAST,ACH-000248,BRCA,39.23304764,68.31388098,216.9722204,0,0,49.52963547,0,0,0,18.12318586,0,0,212.0242883,0,0,0,0,0,0,0,0,0,0,0,0,17.0692888,0,0,0,125.7248431
HS578T_BREAST,ACH-000148,BRCA,20.68879873,0,117.270394,0,0,35.04895055,0,0,0,1.147736389,0,0,2.199902359,0,0,0,0,0,0,0,0,0,0,0,0,8.680583091,0,0,0,47.96363483
BT20_BREAST,ACH-000536,BRCA,35.57047723,27.50193739,205.022246,0,0,46.21020984,0,0,0,24.81306313,0,0,44.4099547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.4721117
MDAMB361_BREAST,ACH-000934,BRCA,68.7229768,517.8385257,234.6069842,0,0,66.13148532,0,0,0,130.0203436,0,0,518.865734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.8139503
MDAMB436_BREAST,ACH-000573,BRCA,3.636924277,25.59719491,257.7384723,0,0,113.8160315,0,0,0,2.95267111,0,0,16.27409344,0,0,0,0,0,0,0,6.077371607,0,0,0,0,0,0,0,0,8.907240876
SKBR3_BREAST,ACH-000017,BRCA,14.80593981,27.50035467,42.33887349,0,0,60.59290223,0,0,0,0,0,0,99.66660147,0,0,0,0,0,0,0,0,0,0,0,0,15.5077642,0,0,0,10.57938476
HCC1143_BREAST,ACH-000374,BRCA,55.07166183,39.39805962,117.0341278,0,0,5.144395438,0,0,0,13.12748169,0,0,16.07887829,0,0,0,0,0,0,0,0,0,0,0,0,33.03035678,0,0,0,32.1150385
HCC1937_BREAST,ACH-000223,BRCA,27.61625309,11.59941535,164.8189812,0,0,53.39944948,0,0,0,5.065560722,0,0,25.57202867,0,0,0,0,0,0,0,0,0,0,0,0,5.734914353,0,0,0,35.18904755
HCC1569_BREAST,ACH-000930,BRCA,68.28874615,0,79.93092473,0,0,154.9015082,0,0,0,0,0,0,0,0,311.9057269,0,0,0,0,0,460.0928089,0,0,0,0,1603.131375,0,0,0,15.74891032
HCC1395_BREAST,ACH-000699,BRCA,33.6651136,43.16359395,253.5421461,0,0,24.99231058,0,0,0,6.074457271,0,0,101.7382722,0,0,0,0,0,0,0,10.84093945,0,0,0,0,0,0,0,0,83.98316688
HCC1187_BREAST,ACH-000111,BRCA,23.11785724,0,98.71234465,0,0,51.53014183,0,0,0,3.616654219,0,0,10.69841788,0,12.78972176,0,0,0,0,0,3.03253564,0,0,0,0,0,0,0,0,37.50232677
ZR751_BREAST,ACH-000097,BRCA,33.37917372,48.36549183,92.13350631,0,0,59.14190668,0,0,0,8.924856747,0,0,12.15589138,0,0,0,0,0,0,0,0,0,0,0,0,10.65914148,0,0,0,58.24003186
HCC70_BREAST,ACH-000668,BRCA,81.28330683,0,118.3243472,0,0,18.09560514,0,0,0,7.954590867,0,0,13.0892569,0,0,0,0,0,0,0,0,0,0,0,0,50.81610787,0,0,0,87.43678518
MCF7_BREAST,ACH-000019,BRCA,19.00364269,27.48401282,309.1561338,0,0,122.5146392,0,0,0,21.92696448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.914607
HCC202_BREAST,ACH-000725,BRCA,39.41794411,79.75453541,202.6383875,0,0,5.34104513,0,0,0,7.15400864,0,0,113.8387521,0,0,0,0,0,0,0,0,0,0,0,0,93.59340083,0,0,0,59.26192637
MDAMB157_BREAST,ACH-000621,BRCA,49.03556787,0,238.8984997,0,0,69.56562174,0,0,0,24.2333638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.67792977,0,0,0,136.5890171
EFM192A_BREAST,ACH-000117,BRCA,20.33219506,0,111.5410617,0,0,57.35303422,0,0,0,6.208742738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.50089545,0,0,0,29.04694986
EVSAT_BREAST,ACH-001065,BRCA,18.07013762,107.6135074,162.3711107,0,0,0,0,0,0,33.73805707,0,0,179.2803474,0,84.2682929,0,0,0,0,0,19.77191857,0,0,0,0,9.135923631,0,0,0,67.75070472
MDAMB453_BREAST,ACH-000910,BRCA,68.30882243,421.1041446,193.7359531,0,0,67.89107703,0,0,0,33.73807503,0,0,287.4005611,0,0,0,0,0,0,0,4.849475598,0,0,0,0,2.696690551,0,0,0,87.27520052
EFM19_BREAST,ACH-000330,BRCA,16.57495462,2.94812584,138.0518821,0,0,65.43465674,0,0,0,11.22120054,0,0,0,0,11.88190275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.19968793
BT474_BREAST,ACH-000927,BRCA,76.09110485,456.505638,127.7987826,0,0,48.05684622,0,0,0,75.78212597,0,0,528.1647374,0,0,0,0,0,0,0,7.883753044,0,0,0,0,0,0,0,0,56.71698379
MDAMB415_BREAST,ACH-000876,BRCA,56.31679534,311.6997574,129.8354327,0,0,62.12030722,0,0,0,49.24864378,0,0,337.0832868,0,2.787214012,0,0,0,0,0,0,0,0,0,0,18.22917789,0,0,0,32.67938487
MDAMB468_BREAST,ACH-000849,BRCA,40.69811437,35.13758465,268.0589991,0,0,72.14648044,0,0,0,17.12654086,0,0,62.24928835,0,0,0,0,0,0,0,0,0,0,0,0,7.708206927,0,0,0,47.8747853
BT549_BREAST,ACH-000288,BRCA,47.92403391,0,106.7814872,0,0,0,0,0,0,9.108289735,0,0,4.618564588,0,0,0,0,0,0,0,0,0,0,0,0,20.09044111,0,0,0,57.47412163
CAL851_BREAST,ACH-000857,BRCA,42.91123235,0,115.2111017,0,0,47.19263623,0,0,0,0,0,0,10.89516482,0,0,0,0,0,0,0,0,0,0,0,0,20.73156597,0,0,0,41.05796416
HMEL_BREAST,ACH-000642,BRCA,28.0658572,0,52.92945831,0,0,11.0844412,0,0,0,0,0,0,0,0,6.795008374,0,0,0,0,0,0,0,0,0,0,19.45617777,0,0,0,37.66905714
HCC1806_BREAST,ACH-000624,BRCA,46.31328021,0,134.0246897,0,0,44.26548366,0,0,0,25.08617164,0,0,41.54619239,0,0,0,0,0,0,0,31.52662007,0,0,0,0,0,0,0,0,50.15964868
UACC812_BREAST,ACH-000568,BRCA,46.58916482,17.31155791,149.5586286,0,0,67.94039224,0,0,0,0,0,0,3.844567676,0,8.38525432,0,0,0,0,0,0,0,0,0,0,45.8894826,0,0,0,54.48095184
CAL148_BREAST,ACH-000902,BRCA,51.83816272,289.6731738,60.76623575,0,0,19.3907653,0,0,0,19.0975982,0,0,219.934762,0,1.614578272,0,0,0,0,0,3.558876963,0,0,0,0,23.08200911,0,0,0,79.0438379
MDAMB134VI_BREAST,ACH-000044,BRCA,25.61154484,6.620991285,48.46561181,0,0,29.18208682,0,0,0,4.361612501,0,0,34.66046493,0,0,0,0,0,0,0,6.814371279,0,0,0,0,10.56960898,0,0,0,33.71370755
HCC1500_BREAST,ACH-000349,BRCA,45.84854102,0,104.5255365,0,0,68.6201105,0,0,0,7.03741647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.07144275,0,0,0,72.89695277
HCC1599_BREAST,ACH-000196,BRCA,50.65950924,2.650529913,230.3631035,0,0,36.28953772,0,0,0,10.62440711,0,0,31.18561827,0,0,0,0,0,0,0,13.22237627,0,0,0,0,0,0,0,0,72.00491801
UACC893_BREAST,ACH-000554,BRCA,35.35931969,45.26157463,223.3528052,0,0,46.04198031,0,0,0,21.37476453,0,0,71.03032836,0,0,0,0,0,0,0,7.965642468,0,0,0,0,0,0,0,0,51.61358483
HDQP1_BREAST,ACH-000643,BRCA,30.7806081,31.80782141,161.4099799,0,0,56.9838789,0,0,0,14.72856877,0,0,92.21364333,0,0,0,0,0,0,0,0,0,0,0,0,16.74273043,0,0,0,67.33276919
HCC1419_BREAST,ACH-000277,BRCA,51.18797681,5.79268299,97.74735034,0,0,56.68747198,0,0,0,11.41746793,0,0,15.55206896,0,0,0,0,0,0,0,0,0,0,0,0,25.26841441,0,0,0,37.34656659
BT483_BREAST,ACH-000818,BRCA,35.70397826,211.4947117,92.6813317,0,0,52.21505892,0,0,0,30.06569209,0,0,235.1942031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.64502427
HCC1428_BREAST,ACH-000352,BRCA,7.825805585,33.02248736,171.8473464,0,0,71.41411051,0,0,0,12.10991137,0,0,56.31732955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.46300926
ZR7530_BREAST,ACH-000828,BRCA,90.40414827,51.62030483,117.3035322,0,0,0,0,0,0,11.0445016,0,0,117.5157206,0,0,0,0,0,0,0,0,0,0,0,0,78.30129718,0,0,0,90.80973195
CAL51_BREAST,ACH-000856,BRCA,0,0,62.1164981,0,0,618.4846919,0,0,0,0,0,0,4.198411563,0,128.4919984,0,0,0,0,0,0,0,0,0,0,75.12874817,0,0,0,39.10545525
CAL120_BREAST,ACH-000212,BRCA,30.90006059,7.322077829,95.46113286,0,0,26.40038594,0,0,0,0,0,0,0,0,1.163000721,0,0,0,0,0,0,0,0,0,0,43.35506806,0,0,0,36.39827401
JIMT1_BREAST,ACH-000711,BRCA,10.43965217,4.357093151,110.6784266,0,0,52.72928716,0,0,0,1.66536966,0,0,8.694697607,0,0,0,0,0,0,0,0,0,0,0,0,14.77657501,0,0,0,29.65889868
MB157_BREAST,ACH-001120,BRCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLO824_BREAST,ACH-001820,BRCA,46.50487985,0,119.401323,0,0,54.36842223,0,0,0,0,0,0,8.979178252,0,17.44318382,0,0,0,0,0,0,0,0,0,0,60.13113032,0,0,0,80.17188257
MDAMB330_BREAST,ACH-001358,BRCA,39.61382354,49.85370109,122.3171853,0,0,28.37960333,0,0,0,16.72384462,0,0,59.95931741,0,0,0,0,0,0,0,0,0,0,0,0,12.35700352,0,0,0,33.79552081
MFM223_BREAST,ACH-001819,BRCA,49.30882497,67.05178446,144.5692778,0,0,12.17940735,0,0,0,8.863711049,0,0,40.94596646,0,0,0,0,0,0,0,0,0,0,0,0,1.542121217,0,0,0,30.53890664
MRKNU1_BREAST,ACH-002163,BRCA,40.60057708,269.8374101,315.3937467,0,0,77.84825711,0,0,0,98.12555518,0,0,119.3507582,0,17.30095307,0,0,0,0,0,0,0,0,0,0,67.21460241,0,0,0,89.32814018
OCUBM_BREAST,ACH-002179,BRCA,0,30.68199464,119.2249581,0,0,340.0951102,0,0,0,10.12783446,0,0,55.15097832,0,0,0,0,0,0,0,0,0,0,0,0,238.5188893,0,0,0,63.20023495
YMB1E_BREAST,ACH-002208,BRCA,28.55429473,44.24284672,150.3323641,0,0,49.57935059,0,0,0,12.28116437,0,0,9.860226272,0,5.429911183,0,0,0,0,0,0,0,0,0,0,5.117656451,0,0,0,55.60218557
SW1116_LARGE_INTESTINE,ACH-000489,COAD.READ,66.07260993,15.5268797,0,0,268.7417701,0,0,0,0,3.055691954,0,0,7.686953295,12.89641014,11.9603627,0,0,0,0,0,0,0,0,0,0,0,0,13.60810474,0,29.45121738
COLO205_LARGE_INTESTINE,ACH-001039,COAD.READ,54.09904024,5.027232921,0,0,245.9529537,0,18.05063985,0,0,19.96452738,0,0,2.936450954,0,20.53859588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OUMS23_LARGE_INTESTINE,ACH-000296,COAD.READ,71.68855014,0,0,0,265.8281756,47.09392504,35.72355471,0,0,3.824316739,7.91574523,0,7.925732553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCIH716_LARGE_INTESTINE,ACH-000491,COAD.READ,58.69174717,10.09037914,0,0,342.6307368,0,4.072300827,0,0,0,0,0,8.486550393,0,28.6415099,0,0,0,0,0,0,0,0,0,0,0,0,2.874646961,0,45.26968793
SW480_LARGE_INTESTINE,ACH-000842,COAD.READ,54.58578649,9.614600312,0,0,329.0236352,93.12529216,0,0,0,0,0,0,8.611134323,36.95208587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.0874657
SNUC2A_LARGE_INTESTINE,ACH-000967,COAD.READ,587.5521471,0,0,0,153.2859954,2152.751891,7.407911839,0,0,0,0,0,3.421046395,216.4640166,236.9547306,0,0,0,0,0,74.69023598,0,0,0,0,11.09303691,0,0,0,26.37896755
NCIH508_LARGE_INTESTINE,ACH-000360,COAD.READ,123.7581462,0,0,0,155.9294257,23.13509504,0,0,0,0,13.68628237,0,14.27535745,36.4429211,27.85470671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.53668469
LS123_LARGE_INTESTINE,ACH-000501,COAD.READ,44.97956742,29.71975442,0,0,291.6198937,42.64718942,0,0,0,0,0,0,8.329838037,15.43859463,46.50933455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75582785
SNU1197_LARGE_INTESTINE,ACH-000412,COAD.READ,73.64676156,0,0,0,156.0830264,24.39708953,0,0,0,0,0,0,4.34657491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4679712
CW2_LARGE_INTESTINE,ACH-000998,COAD.READ,0,0,0,0,1205.889474,3921.864945,0,0,0,0,336.659391,0,0,2009.139815,0,0,0,0,0,0,607.8213348,0,0,0,0,693.4976519,0,0,0,564.1273886
SNU61_LARGE_INTESTINE,ACH-000532,COAD.READ,59.25644163,7.485681753,0,0,166.2954688,40.48245382,0,0,0,7.963279906,5.595498792,0,2.701971527,0,0,0,0,0,0,0,2.621203428,0,0,0,0,0,0,0,0,19.59337687
HCC1588_LUNG,ACH-001078,COAD.READ,30.32913842,4.677427267,0,0,103.4323691,13.14163268,0,0,0,2.982787781,0,0,3.156526937,15.26912059,11.01099722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HT115_LARGE_INTESTINE,ACH-000986,COAD.READ,303.9253211,13.66640929,0,0,0,0,0,0,0,4889.714156,0,0,0,0,1939.455099,0,0,0,0,0,193.0781999,0,0,0,0,0,0,0,0,108.8426282
SNU1033_LARGE_INTESTINE,ACH-000286,COAD.READ,44.64178738,0,0,0,174.6161553,34.99187097,0,0,0,0,20.73179375,0,11.5177671,0,4.442478996,0,0,0,0,0,8.058146487,0,0,0,0,0,0,0,0,0
SNUC5_LARGE_INTESTINE,ACH-000970,COAD.READ,19.78974027,0,0,0,838.2656196,1475.440715,0,0,0,0,1.444612484,0,5.997369653,0,16.55661013,0,0,0,0,0,591.0802975,0,0,0,0,390.7512999,0,0,0,58.67373556
SNUC4_LARGE_INTESTINE,ACH-000959,COAD.READ,50.09039306,0,0,0,166.4120466,1621.298909,0,0,0,0,0,0,2.14250089,172.4033081,107.0373273,0,0,0,0,0,0,0,0,0,0,208.7609894,0,0,0,53.85392352
HCT15_LARGE_INTESTINE,ACH-000997,COAD.READ,0,35.06852732,0,0,1164.342647,3683.175352,0,0,0,0,0,0,23.58066368,4785.664043,0,0,0,0,0,0,291.7237662,0,0,0,0,326.3851001,0,0,0,46.05990142
SW1463_LARGE_INTESTINE,ACH-000470,COAD.READ,86.91014806,4.169558504,0,0,279.283858,0,0,0,0,0,0,0,8.538244769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.3952083
CCK81_LARGE_INTESTINE,ACH-000963,COAD.READ,162.8956597,0,0,0,136.5224886,1926.039057,0,0,0,0,7.188052122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225.354559,0,0,0,0
COLO201_LARGE_INTESTINE,ACH-000253,COAD.READ,88.33170106,0,0,0,169.8229917,24.34798119,19.43637757,0,0,13.17305234,6.261205058,0,6.626691083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2BBE1_LARGE_INTESTINE,ACH-000009,COAD.READ,66.37564485,10.68102455,0,0,192.6449132,8.977212278,25.35678101,0,0,2.584684913,23.269153,0,64.00845151,8.240130468,3.12872019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LS513_LARGE_INTESTINE,ACH-000007,COAD.READ,79.86404097,16.29258599,0,0,290.9389107,0,0,0,0,22.9391625,0,0,2.577095796,21.51677712,48.87142689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SW837_LARGE_INTESTINE,ACH-000421,COAD.READ,64.03418685,2.317828424,0,0,112.6490261,23.56725627,0,0,0,6.509072464,20.06392126,0,8.042351348,10.99125901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.82509827
GP2D_LARGE_INTESTINE,ACH-000982,COAD.READ,334.812235,0,0,0,754.2515383,658.7098863,0,0,0,0,134.2200247,0,0,0,802.8472841,0,0,0,0,0,2537.321113,0,0,0,0,610.3206066,0,0,0,372.5173116
HT55_LARGE_INTESTINE,ACH-000926,COAD.READ,3.408557997,0,0,0,1233.865355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.7260875,0,0
MDST8_LARGE_INTESTINE,ACH-000935,COAD.READ,24.72145903,17.88090338,0,0,214.8403081,59.48698522,737.9701575,0,0,3.259294527,4.924225567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.916666662
SKCO1_LARGE_INTESTINE,ACH-000400,COAD.READ,59.7317363,0,0,0,207.7176375,0,50.48869887,0,0,0,0,0,0,0,35.65645078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.67030604
HCT8_LARGE_INTESTINE,ACH-001084,COAD.READ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNU81_LARGE_INTESTINE,ACH-000991,COAD.READ,55.89306764,0,0,0,233.7892067,140.4252756,0,0,0,8280.850132,0,0,6.038959381,0,313.6519728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.35138599
SNU1040_LARGE_INTESTINE,ACH-000999,COAD.READ,5133.1061,0,0,0,0,4218.386648,0,0,0,0,820.1140362,0,0,0,11983.13469,0,0,0,0,0,2990.740546,0,0,0,0,0,0,0,0,182.5179823
SNU175_LARGE_INTESTINE,ACH-000989,COAD.READ,1396.428073,0,0,0,30.73061377,2705.510586,0,0,0,0,108.0953823,0,0,382.0094819,2594.303193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9226705
